Operation,Cost,Imputation,Region,Division,Sub-Division,Accounting Sta.,Locality,Management m.,,Vote holder
CRRI AD: Amélioration de la production du riz pluvial dans l'Adamaoua par l'introduction de la variété Nerica et la diffusion des pratiques culturales(du Projet N° 2-07-01-150-987),18000,194410102041,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE (V),,,Chef CRRI
CRRI AD: Amélioration de la résistance à la trypanosomose chez les zébus Goudani de Ngaoundéré(du Projet N° 2-07-01-150-987),6723,194410102070,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE (V),,,Chef CRRI
Construction secteur des douanes  Adamaoua : Maitrîse d'oeuvre privée(du Projet N° 2-30-01-222-201),25000,205310102220,,VINA,NGAOUNDERE (MBIDENG),PAIERIE GENERALE,NGAOUNDERE,,,Ministre
Construction secteur des douanes  Adamaoua (première phase)(du Projet N° 2-30-01-222-201),250000,205310102230,,VINA,NGAOUNDERE (MBIDENG),PAIERIE GENERALE,NGAOUNDERE,,,Ministre
Hôtel des finances de Tibati : travaux de construction (dernière phase)(du Projet N° 2-30-01-222-201),90000,205710052220,,DJEREM,TIBATI,RECET FINA TIBATI,TIBATI (V),,,Contrôleur départemental
DR Adamaoua: Appui aux comités locaux de suivi du BIP(du Projet N° 3-56-01-619-229),8000,224410102021,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE,,,DR MINEPAT
DR ADAMAOUA: Elaboration du rapport national sur le développement humain(du Projet N° 4-01-02-202-358),5000,224410102026,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE (V),,,Délégué régional
DR ADAMAOUA: Elaboration des rapports régionaux sur la mise en oeuvre de la politique nationale de population(du Projet N° 4-01-02-202-358),2000,224410102052,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE (V),,,Délégué régional
DD DJEREM: Appui aux comités locaux de suivi du BIP(du Projet N° 3-56-01-619-229),6000,224510052021,,DJEREM,TIBATI,RECET FINA TIBATI,Tibati,,,DD MINEPAT
DD FARO ET DEO: Appui aux comités locaux de suivi du BIP(du Projet N° 3-56-01-619-229),6000,224510102021,,FARO ET DEO,TIGNERE,RECET FINA TIGNERE,TIGNERE,,,DD MINEPAT
DD MINEPAT FARO & DEO : Acquisition d'un pick-up 4*4 de suivi participatif de l'exécution du BIP(du Projet N° 3-56-01-228-222),25000,224510102280,,FARO ET DEO,TIGNERE,RECET FINA TIGNERE,TIGNERE,,,DD MINEPAT
 DD MAYO BANYO: Appui aux comités locaux de suivi du BIP(du Projet N° 3-56-01-619-229),6000,224510152021,,MAYO BANYO,BANYO,RECET FINA BANYO,BANYO,,,DD MINEPAT
DD MAYO BANYO: Construction de la DD MAYO BANYO(du Projet N° 2-30-02-222-001),55000,224510152220,,MAYO BANYO,BANYO,RECET FINA BANYO,BANYO,,,DD MINEPAT
DD MBERE: Appui aux comités locaux de suivi du BIP(du Projet N° 3-56-01-619-229),6000,224510202021,,MBERE,MEIGANGA,RECET FINA MEIGANGA,MEIGANGA (V),,,DD MINEPAT
DD VINA: Appui aux comités locaux de suivi du BIP(du Projet N° 3-56-01-619-229),6000,224510252021,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE (V),,,DD MINEPAT
Délimitation et sécurisation de sites touristiques : Falaise de Ngaoundéré(du Projet N° 1-04-01-220-039),10000,234410102209,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE,,,DRT
Aménagement de la falaise de Ngaoundéré : Construction de boukarous(du Projet N° 3-45-01-202-318),60000,234410102225,,VINA,NGAOUNDERE (MBIDENG),PAIERIE GENERALE,NGAOUNDERE 1,,,MINSTRE
DDT du Djerem : Construction de la clôture(du Projet N° 3-45-01-202-326),10000,234510052202,,DJEREM,TIBATI,RECET FINA TIBATI,Tibati,,,DDT
DDT du Djerem : Construction (Paiement des arriérés)(du Projet N° 3-45-01-202-326),45000,234510052220,,DJEREM,TIBATI,PAIERIE GENERALE,Tibati,,,Ministre
Aménagement du Mont Djoumbal : Aménagement du Site(du Projet N° 3-45-01-202-318),20000,234510152225,,MAYO BANYO,BANYO,TRESORERIE NGAOUNDERE,NGAOUNDERE,,,DRT
Aménagement du Mont Djoumbal : Equipement d'un boukarou d'accueil(du Projet N° 3-45-01-202-318),5000,234510152273,,MAYO BANYO,BANYO,TRESORERIE NGAOUNDERE,NGAOUNDERE 1,,,DRT
DDT  Mbéré  : Construction de la clôture(du Projet N° 3-45-01-202-326),10000,234510202202,,MBERE,MEIGANGA,RECET FINA MEIGANGA,MEIGANGA,,,DDT
Aménagement du Lac Tizon:  Paiement des arriérés (contruction du boukarou polyvalent)(du Projet N° 3-45-01-202-318),40000,234510252225,,VINA,NGAOUNDERE (MBIDENG),PAIERIE GENERALE,NGAOUNDERE,,,Ministre
Aménagement Lac Tizon: Electrification(du Projet N° 3-45-01-202-318),15000,234510252242,,VINA,NGAOUNDERE (MBIDENG),PAIERIE GENERALE,NGAOUNDERE (V),,,MINISTRE
Aménagement Lac Tizon: Adduction d'eau(du Projet N° 3-45-01-202-318),25000,234510252246,,VINA,NGAOUNDERE (MBIDENG),PAIERIE GENERALE,NGAOUNDERE (V),,,MINISTRE
DRES AD: CONSTRUCTION(du Projet N° 2-30-01-221-648),100000,2544101022220,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE,,,DRES
DRES ADAMAOUA: REHABILITATION CLOTURE(du Projet N° 2-30-01-222-605),4900,2544101022300,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE,,,DRES ADAMAOU
INSPECTION MEDICO-SANITAIRE AD:REHABILITATION CLOTURE(du Projet N° 2-30-01-222-605),4062,2544101022301,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE,,,INSPECTEUR
Région d'Adamoua: Equipement des ateliers des EST en matériel didactique(du Projet N° 2-30-02-224-170),39700,2544101022700,,VINA,NGAOUNDERE (MBIDENG),PAIERIE GENERALE,NGAOUNDERE (V),,,Ministre
Région de l'Adamaoua: Equipement des salles informatiques dans les EST et ESG(du Projet N° 3-40-00-226-528),36400,2544101022760,,VINA,NGAOUNDERE (MBIDENG),PAIERIE GENERALE,NGAOUNDERE,,,MINESEC
CES DE KOATA: CONSTRUCTION 2 SALLES DE CLASSE(du Projet N° 2-30-01-222-401),18000,254510052222,,DJEREM,TIBATI,RECET FINA TIBATI,Koata,,,DIRECTEUR
CES DE MEIDJAMBA: CONSTRUCTION 2 SALLES DE CLASSE(du Projet N° 2-30-01-222-401),18000,254510052222,,DJEREM,TIBATI,RECET FINA TIBATI,MEIDJAMBA,,,DIRECTEUR
CES WOGODOU: Equipement des salles de classe en tables bancs(du Projet N° 3-40-00-226-522),1800,254510052270,,DJEREM,NGAOUNDAL,TRESORERIE NGAOUNDERE,NGAOUNDAL,,,DIRECTEUR
CES BEKA GOTTO: Equipement des salles de classe en tables bancs(du Projet N° 3-40-00-226-522),1800,254510052270,,DJEREM,NGAOUNDAL,TRESORERIE NGAOUNDERE,BEKA GOTTO,,,Directeur
CES BIL DE MBADAM: CONSTRUCTION 02 SALLES DE CLASSE(du Projet N° 2-30-01-222-401),18000,254510152222,,MAYO BANYO,BANKIM,PERCEPTION BANKIM,MBANDAM,,,DIRECTEUR
CES DE KALALDI: CONSTRUCTION 2 SALLES DE CLASSE(du Projet N° 2-30-01-222-401),18000,254510202222,,MBERE,DIR,PERCEPTION DIR,KALALDI,,,DIRECTEUR
CES GUMBELA : Equipement des salles de classe en tables bancs(du Projet N° 3-40-00-226-522),1800,254510202270,,MBERE,MEIGANGA,RECET FINA MEIGANGA,Gumbela,,,DIRECTEUR
CES GARGA LIMBONA : Equipement des salles de classe en tables bancs(du Projet N° 3-40-00-226-522),1800,254510202270,,MBERE,MEIGANGA,RECET FINA MEIGANGA,GARGA,,,DIRECTEUR
CETIC DE MBANG BOUHARI: CONSTRUCTION  O2 SALLES DE CLASSE(du Projet N° 2-30-01-222-400),18000,254510252222,,VINA,NGANHA,PERCEPTION MBE,MBANG BOUARI,,,DIRECTEUR
CES DE WASSANDE: CONSTRUCTION 2 SALLES DE CLASSE(du Projet N° 2-30-01-222-401),18000,254510252222,,VINA,NYAMBAKA,TRESORERIE NGAOUNDERE,WASSANDE,,,DIRECTEUR
CES DE DJILOUGOU: CONSTRUCTION 2 SALLES DE CLASSE(du Projet N° 2-30-01-222-401),18000,254510252222,,VINA,BELEL,PERCEPTION BELEL,DJILOUGOU,,,DIRECTEUR
CES GADA MABANDA : Equipement des salles de classe en tables bancs(du Projet N° 3-40-00-226-522),1800,254510252270,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,GADAMABANDA,,,DIRECTEUR
CES TAGBOUM : Equipement des salles de classe en tables bancs(du Projet N° 3-40-00-226-522),1800,254510252270,,VINA,MBE,TRESORERIE NGAOUNDERE,TAGBOUM,,,DIRECTEUR
CES ALAT: Equipement des salles de classe en tables bancs(du Projet N° 3-40-00-226-522),1800,2554100422703,,MAYO BANYO,BANYO,RECET FINA BANYO,Allat,,,DIRECTEUR
CES D'ALME: CONSTRUCTION 02 SALLES DE CLASSE(du Projet N° 2-30-01-222-401),18000,2554101422222,,FARO ET DEO,MAYO-BALEO,PERCEPTION MAYO-BALEO,ALME,,,Directeur
CES KONTCHA : Equipement des salles de classe en tables bancs(du Projet N° 3-40-00-226-522),1800,2554101422701,,FARO ET DEO,Sous préfecture KONTCHA,RECET FINA TIGNERE,KONTCHA,,,DIRECTEUR
CES ALME: Equipement des salles de classe en tables bancs(du Projet N° 3-40-00-226-522),1800,2554101422702,,FARO ET DEO,MAYO-BALEO,PERCEPTION MAYO-BALEO,ALME,,,DIRECTEUR
CES DE WACK:REHABILITATION  SALLES DE CLASSE(du Projet N° 2-30-01-222-605),4900,2554101622220,,VINA,MBE,PERCEPTION MBE,WACK,,,DIRECTEUR
CES NGAOUI: Equipement des salles de classe en tables bancs(du Projet N° 3-40-00-226-522),1800,2554101822701,,MBERE,DJOHONG,PERCEPTION DJOHONG,NGAOUI,,,DIRECTEUR
CES BIL de NGAOUNDAL: construction 02 salles  de classe(du Projet N° 2-30-01-222-401),18000,2554102022221,,DJEREM,NGAOUNDAL,PERCEPTION NGAOUNDAL,NGAOUNDAL,,,Directeur
CES DE BURKINA:CONSTRUCTION 02 SALLES DE CLASSE(du Projet N° 2-30-01-222-401),18000,2554102222221,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,Burkina,,,DIRECTEUR
CES DE MANWI: CONSTRUCTION 2 SALLES DE CLASSE(du Projet N° 2-30-01-222-401),18000,2554102222228,,VINA,Ngaoundéré III (DANG),TRESORERIE NGAOUNDERE,DANG,,,DIRECTEUR
LYCEE DE BEKA HOSSERE: CONSTRUCTION 2 SALLES DE CLASSE(du Projet N° 2-30-01-222-401),18000,255410222222A,,VINA,Ngaoundéré II (MABANGA),TRESORERIE NGAOUNDERE,NGAOUNDERE 2,,,PROVISEUR
CES DE KARNAMANGA: CONSTRUCTION 2 SALLES DE CLASSE(du Projet N° 2-30-01-222-401),18000,255410222222C,,VINA,MBE,PERCEPTION MBE,KARNA MANGA,,,DIRECTEUR
CES MINIM: Equipement des salles de classe en tables bancs(du Projet N° 3-40-00-226-522),1800,2554102422701,,DJEREM,TIBATI,RECET FINA TIBATI,MINIM,,,Directeur
CETIC BANKIM: Equipement des salles de classe en tables bancs(du Projet N° 3-40-00-226-522),1800,255510022270,,MAYO BANYO,BANKIM,PERCEPTION BANKIM,BANKIM,,,DIRECTEUR
CETIC DE MAYO BALEO:REHABILITATION SALLES DE CLASSE(du Projet N° 2-30-01-222-605),10000,255510052222,,FARO ET DEO,MAYO-BALEO,PERCEPTION MAYO-BALEO,MAYO BALEO,,,DIRECTEUR
LT NGAOUNDERE MARDOCK: CONSTRUCTION 02 SALLES DE CLASSE(du Projet N° 2-30-01-222-400),18000,255510222222,,VINA,Ngaoundéré II (MABANGA),PERCEPTION MBE,NGAOUNDERE MARDOCK,,,PROVISEUR
LYCEE DE BANYO: CONSTRUCTION CRMM(du Projet N° 2-30-01-221-648),90000,255610042222,,MAYO BANYO,BANYO,PAIERIE GENERALE,BANYO,,,MINISTRE
LYCEE DE MAYO DARLE: CONSTRUCTION 2 SALLES DE CLASSE(du Projet N° 2-30-01-222-401),18000,2556100422221,,MAYO BANYO,Sous préfecture MAYO-DARLE,PERCEPTION MAYO DARLE,MAYO - DARLE,,,PROVISEUR
LYCEE DE GALIM TIGNERE: CONSTRUCTION 02 SALLES DE CLASSE(du Projet N° 2-30-01-222-401),18000,255610122222,,FARO ET DEO,GALIM- TIGNERE,PERCEPTION GALIM-TIGNERE,GALIM-TIGNERE,,,PROVISEUR
LB MEIGANNGA: CONSTRUCTION 2 SALLES DE CLASSE(du Projet N° 2-30-01-222-401),18000,2556101822220,,MBERE,MEIGANGA,RECET FINA MEIGANGA,MEIGANGA,,,Proviseur
LB TIGNERE: CONSTRUCTION 02 SALLES DE CLASSE(du Projet N° 2-30-01-222-401),18000,255610262222,,FARO ET DEO,TIGNERE,RECET FINA TIGNERE,TIGNERE,,,Proviseur
LYCEE TECHNIQUE BANYO: Equipement des salles de classe en tables bancs(du Projet N° 3-40-00-226-522),1800,255710042270,,MAYO BANYO,BANYO,RECET FINA BANYO,BANYO,,,PROVISEUR
LYCEE TECHNIQUE NGAOUNDERE : Equipement des salles de classe en tables bancs(du Projet N° 3-40-00-226-522),1800,255710222270,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE (V),,,PROVISEUR
LT DE TIGNERE: CONSTRUCTION ATELIER D'ELECTRICITE(du Projet N° 2-30-02-224-014),25000,255710262226,,FARO ET DEO,TIGNERE,RECET FINA TIGNERE,TIGNERE,,,PROVISEUR
LYCEE TECHNIQUE TIGNERE: Equipement des salles de classe en tables bancs(du Projet N° 3-40-00-226-522),1800,255710262270,,FARO ET DEO,TIGNERE,RECET FINA TIGNERE,TIGNERE,,,PROVISEUR
ENIEG DE NGAOUNDERE : Achats de matériels de bureau(du Projet N° 2-30-02-226-004),0,255810222260,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE (V),,,Ministre
"ENIEG DE NGAOUNDERE : Acquisitions, rénovations des installations des matériels des services informatiques(du Projet N° 3-56-01-228-017)",0,255810222276,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE (V),,,Ministre
CMPJ MBE : Construction de 03 ateliers(du Projet N° 2-30-02-224-251),24000,264410102226,,VINA,MBE,PERCEPTION MBE,MBE (V),,,CHEF CMPJ
CMPJ TIBATI: Equipement en tables et chaises pour adhérents(du Projet N° 2-30-02-224-252),3600,264510052240,,DJEREM,TIBATI,RECET FINA TIBATI,TIBATI (V),,,CHEF CMPJ
CMPJ TIGNERE: Equipement salle de conférence(du Projet N° 2-30-02-224-252),4000,264510102276,,FARO ET DEO,TIGNERE,RECET FINA TIGNERE,TIGNERE,,,CHEF CMPJ
CMPJ MEIGANGA: Acquisition d'une unité complete de sonorisation(du Projet N° 2-30-02-224-252),3029,264510202271,,MBERE,MEIGANGA,RECET FINA MEIGANGA,MEIGANGA,,,CHEF CMPJ
DDJEUN-VINA : Réfection des locaux de la délégation(du Projet N° 2-30-02-224-251),4000,264510252230,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE 1,,,DD MINJEUN
CMPJ MBE: Acquisition de 03 ordinateurs complets(du Projet N° 2-30-02-224-252),4500,264510252260,,VINA,MBE,PERCEPTION MBE,MBE,,,CHEF CMPJ
CMPJ NGAOUNDERE: Acquisition du matériel didactique(du Projet N° 2-30-02-224-252),4900,264510252270,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE,,,CHEF CENTRE
DREP Adamaoua : Equipement(du Projet N° 3-55-01-204-531),25000,2844101022400,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE,,,DREP
DR/MINEP Adamaoua : Appui au club des amis de la nature(du Projet N° 3-56-01-285-001),8000,2844101028130,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE,,,DR/MINEP
DDEP Vina : Construction clôture(du Projet N° 3-55-01-203-851),13500,284510252202,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE,,,DDEP
Appui à l'organisation du comice régional de l'Adamaoua(du Projet N° 1-01-01-204-599),23000,3044101028130,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE,,,DRADER
Appui aux moyennes et Grandes exploitations agricoles de l'Adamaoua(du Projet N° 1-01-01-204-426),46000,3044101028420,,VINA,NGAOUNDERE (MBIDENG),PAIERIE GENERALE,NGAOUNDERE,,,Ministre
Etude de faisabilité d'un programme de développement agricole du Djerem(du Projet N° 1-01-01-204-705),50000,304510052041,,DJEREM,TIBATI,PAIERIE GENERALE,Tibati,,,Ministre
Finition de la délégation départementale du Djérem (clôture)(du Projet N° 2-05-03-225-358),33000,304510052220,,DJEREM,TIBATI,RECET FINA TIBATI,Tibati,,,DDADER
GIC Mougnal Agro-Pastoral de Mengack-Tibati(du Projet N° 1-01-01-282-411),1000,304510052842,,DJEREM,TIBATI,RECET FINA TIBATI,Tibati,,,DDADER
Association Solidarité Nationale du Cameroun (SONACAM)(du Projet N° 1-01-01-282-411),1000,304510052842,,DJEREM,NGAOUNDAL,RECET FINA TIBATI,NGAOUNDAL,,,DDADER
GIC ALBARKA NOMA DE BONGA(du Projet N° 1-01-01-282-411),1000,304510052842,,DJEREM,TIBATI,RECET FINA TIBATI,Tibati,,,DDADER
GIC Agropastoral de Pang Antenne(du Projet N° 1-01-01-282-411),1000,304510052842,,DJEREM,TIBATI,RECET FINA TIBATI,Tibati,,,DDADER
GIC Agroalimentaire de Mengueme(du Projet N° 1-01-01-282-411),1000,304510052842,,DJEREM,TIBATI,RECET FINA TIBATI,Tibati,,,DDADER
"GIC Mbi Bella (L'EAU DU BONHEUR) ""M2B""(du Projet N° 1-01-01-282-411)",1000,304510052842,,DJEREM,TIBATI,RECET FINA TIBATI,Tibati,,,DDADER
"GIC Barka Demri et Dourngol Tigueda, Ngaoundal(du Projet N° 1-01-01-282-411)",1000,304510052842,,DJEREM,TIBATI,RECET FINA TIBATI,Tibati,,,DDADER
GIC DOURGOL RISKOU(du Projet N° 1-01-01-282-411),1000,304510052842,,DJEREM,NGAOUNDAL,RECET FINA TIBATI,NGAOUNDAL,,,DDADER
GIC KAOUWDAL-DJEREM(du Projet N° 1-01-01-282-411),1000,304510052842,,DJEREM,NGAOUNDAL,RECET FINA TIBATI,NGAOUNDAL,,DA,DDADER
GIC NGAÏ TIRE(du Projet N° 1-01-01-282-411),1000,304510052842,,DJEREM,TIBATI,RECET FINA TIBATI,Tibati,,,DDADER
GIC Agropastoral Mandère(du Projet N° 1-01-01-282-411),1000,304510052842,,DJEREM,NGAOUNDAL,RECET FINA TIBATI,NGAOUNDAL,,,DDADER
GIC Zaï-Ngol Riskou de Magbor(du Projet N° 1-01-01-282-411),1000,304510052842,,DJEREM,NGAOUNDAL,RECET FINA TIBATI,NGAOUNDAL,,,DDADER
DAADER de Tignère : Réhabilitation(du Projet N° 2-05-03-225-358),3400,304510102220,,FARO ET DEO,TIGNERE,RECET FINA TIGNERE,TIGNERE,,,DAADER
GIC des Agriculteurs de Gada Tike de Doualayel (GIC ALLAH KARIM)(du Projet N° 1-01-01-282-411),1000,304510102842,,FARO ET DEO,TIGNERE,RECET FINA TIGNERE,TIGNERE,,,DDADER
GIC Entre Aide pour le Développement de Yelwa-Tignère(du Projet N° 1-01-01-282-411),1000,304510102842,,FARO ET DEO,TIGNERE,RECET FINA TIGNERE,TIGNERE,,,DDADER
GIC MISSAM(du Projet N° 1-01-01-282-411),1000,304510102842,,FARO ET DEO,MAYO-BALEO,RECET FINA TIGNERE,MAYO BALEO,,,DDADER
GIC Noora de Mayo Beli Wassoum Galim-Tignère(du Projet N° 1-01-01-282-411),1000,304510102842,,FARO ET DEO,GALIM- TIGNERE,RECET FINA TIGNERE,GALIM-TIGNERE,,,DDADER
GIC Agro-Pastoral Kaddoul Yamin de Kontcha(du Projet N° 1-01-01-282-411),1000,304510102842,,FARO ET DEO,Sous préfecture KONTCHA,RECET FINA TIGNERE,KONTCHA,,,DDADER
GIC Tone Ziba de Djanlecti(du Projet N° 1-01-01-282-411),1000,304510102842,,FARO ET DEO,MAYO-BALEO,RECET FINA TIGNERE,MAYO BALEO,,,DDADER
GIC Agro-Pastoral Deulwalti Kassalla Manga Mayo Baleo(du Projet N° 1-01-01-282-411),1000,304510102842,,FARO ET DEO,MAYO-BALEO,RECET FINA TIGNERE,MAYO BALEO,,,DDADER
GIC de Promotion de la Culture Attelée Wdjim de Galim-Tignère(du Projet N° 1-01-01-282-411),1000,304510102842,,FARO ET DEO,GALIM- TIGNERE,RECET FINA TIGNERE,GALIM-TIGNERE,,,DDADER
GIC Narral de Paro-Lawel II(du Projet N° 1-01-01-282-411),1000,304510102842,,FARO ET DEO,TIGNERE,RECET FINA TIGNERE,TIGNERE,,,DDADER
GIC Barka Dourngol de Tignère(du Projet N° 1-01-01-282-411),1000,304510102842,,FARO ET DEO,TIGNERE,RECET FINA TIGNERE,TIGNERE,,,DDADER
GIC l'Agriculture notre Avenir de Ribao(du Projet N° 1-01-01-282-411),1000,304510152842,,MAYO BANYO,Sous préfecture MAYO-DARLE,RECET FINA BANYO,MAYO - DARLE,,,DDADER
GIC Débrouillards Unis(du Projet N° 1-01-01-282-411),1000,304510152842,,MAYO BANYO,BANKIM,RECET FINA BANYO,BANKIM,,,DDADER
GIC Bonheur de la Terre(du Projet N° 1-01-01-282-411),1000,304510152842,,MAYO BANYO,BANKIM,RECET FINA BANYO,BANKIM,,,DDADER
GIC Bolimo Ndek(du Projet N° 1-01-01-282-411),1000,304510152842,,MAYO BANYO,BANKIM,RECET FINA BANYO,BANKIM,,,DDADER
GIC Tchi Mkpame(du Projet N° 1-01-01-282-411),1000,304510152842,,MAYO BANYO,BANKIM,RECET FINA BANYO,BANKIM,,,DDADER
GIC Femmes Dynamiques de Bankim(du Projet N° 1-01-01-282-411),1000,304510152842,,MAYO BANYO,BANKIM,RECET FINA BANYO,BANKIM,,,DDADER
GIC Kawtal Kebal Mbenguedje Foulbé(du Projet N° 1-01-01-282-411),1000,304510152842,,MAYO BANYO,BANYO,RECET FINA BANYO,BANYO,,,DDADER
GIC Memika de Banyo(du Projet N° 1-01-01-282-411),1000,304510152842,,MAYO BANYO,BANYO,RECET FINA BANYO,GBWAYA,,,DDADER
GIC Endam de Sarki-Iyali Banyo(du Projet N° 1-01-01-282-411),1000,304510152842,,MAYO BANYO,BANYO,RECET FINA BANYO,BANYO,,,DDADER
GIC Lesdi Kougal de Mayo Dinga(du Projet N° 1-01-01-282-411),1000,304510152842,,MAYO BANYO,Sous préfecture MAYO-DARLE,RECET FINA BANYO,MAYO - DARLE,,,DDADER
DAADER de Meiganga : Construction(du Projet N° 2-05-03-225-358),15000,304510202220,,MBERE,MEIGANGA,RECET FINA MEIGANGA,MEIGANGA (V),,,DDADER
GIC des exploitants agricoles de Borvara (GICEAB)(du Projet N° 1-01-01-282-411),1000,304510202842,,MBERE,MEIGANGA,RECET FINA MEIGANGA,MEIGANGA,,,DDADER
GIC FADASALA de Meiganga(du Projet N° 1-01-01-282-411),1000,304510202842,,MBERE,MEIGANGA,RECET FINA MEIGANGA,MEIGANGA,,,DDADER
GIC MO E NE TA(du Projet N° 1-01-01-282-411),1000,304510202842,,MBERE,MEIGANGA,RECET FINA MEIGANGA,MEIGANGA,,,DDADER
"GIC des Agriculteurs de Bong Sami III- Meiganga , Groupe 24(du Projet N° 1-01-01-282-411)",1000,304510202842,,MBERE,MEIGANGA,RECET FINA MEIGANGA,MEIGANGA,,,DDADER
GIC Agro-Pastoral Woumenyinyi de Meiganga(du Projet N° 1-01-01-282-411),1000,304510202842,,MBERE,MEIGANGA,RECET FINA MEIGANGA,MEIGANGA,,,DDADER
GIC Agro-Pastoral Wadata(du Projet N° 1-01-01-282-411),1000,304510202842,,MBERE,MEIGANGA,RECET FINA MEIGANGA,MEIGANGA,,,DDADER
GIC des Animateurs et Encadreurs Communautaires du Mbéré(du Projet N° 1-01-01-282-411),1000,304510202842,,MBERE,MEIGANGA,RECET FINA MEIGANGA,MEIGANGA,,,DDADER
GIC Agropastoral Kawtal Dama(du Projet N° 1-01-01-282-411),1000,304510202842,,MBERE,MEIGANGA,RECET FINA MEIGANGA,MEIGANGA,,,DDADER
GIC des Agriculteurs Zandaba I du Mbéré(du Projet N° 1-01-01-282-411),1000,304510202842,,MBERE,MEIGANGA,RECET FINA MEIGANGA,MEIGANGA,,,DDADER
GIC Femmes et Développement du Mbéré (GIC FEDEM)(du Projet N° 1-01-01-282-411),1000,304510202842,,MBERE,MEIGANGA,RECET FINA MEIGANGA,MEIGANGA,,,DDADER
GIC Agro-Pastoral Nassiha(du Projet N° 1-01-01-282-411),1000,304510202842,,MBERE,MEIGANGA,RECET FINA MEIGANGA,MEIGANGA,,,DDADER
Equipement délégation départementale de la Vina(du Projet N° 1-01-01-226-304),4500,3045102522401,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NGAOUNDERE,,,DDADER
Appui à l'installation des jeunes agriculteurs sur le site de Wassandé(du Projet N° 1-01-01-202-306),165000,304510252813,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,Wassande,,,DRADER
GIC Polyvalent de Mbé(du Projet N° 1-01-01-282-411),1000,304510252842,,VINA,MBE,TRESORERIE NGAOUNDERE,MBE,,,DDADER
GIC Agro-Pastoral Barka(du Projet N° 1-01-01-282-411),1000,304510252842,,VINA,NYAMBAKA,TRESORERIE NGAOUNDERE,NYAMBAKA,,,DDADER
GIC Agro-Sylvo-Pastoral le Manguier de Nyambaka(du Projet N° 1-01-01-282-411),1000,304510252842,,VINA,NYAMBAKA,TRESORERIE NGAOUNDERE,NYAMBAKA,,,DDADER
GIC Fourmis de Nyambaka(du Projet N° 1-01-01-282-411),1000,304510252842,,VINA,NGAOUNDERE (MBIDENG),TRESORERIE NGAOUNDERE,NYAMBAKA,,,DDADER
GIC Nkwate Mbuhwing (GIC AMA)(du Projet N° 1-01-01-282-411),1000,304510252842,,VINA,Ngaoundéré II (MABANGA),TRESORERIE NGAOUNDERE,NGAOUNDERE 2,,,DDADER
GIC Agropastoral Avenir de Sarmbale Martap(du Projet N° 1-01-01-282-411),1000,304510252842,,VINA,MARTAP,TRESORERIE NGAOUNDERE,MARTAP,,,DDADER
GIC Agropastoral de Djaria-II(du Projet N° 1-01-01-282-411),1000,304510252842,,VINA,MARTAP,TRESORERIE NGAOUNDERE,MARTAP,,,DDADER
GIC Wa To'o I du Plateau -Ngoundéré(du Projet N° 1-01-01-282-411),1000,304510252842,,VINA,NGANHA,TRESORERIE NGAOUNDERE,NGANHA,,,DDADER
